Claim ID,Payer,Service Type,Claim Volume,Processing Time (days),Authorization Requests,Authorization Turnaround Time (days),Claim Resubmission Rates (%),Administrative Staff Turnover Rate (%),Cost Per Authorization ($),Revenue Cycle Time (days),Payment Discrepancies ($),Patient Wait Times (days),Patient Retention Rates (%),Patient Health Outcomes (scale 1-10),Data Completeness (%),Data Timeliness (days),User Adoption Rates (%),Payer Response Time (days),Payer Reimbursement Rates (%),Payer Policy Change Frequency (times/year),System Downtime (hours),System Response Time (seconds),Integration Success Rates (%),Training Hours,Resource Utilization Rates (%),Staff Satisfaction (scale 1-10),Date
,Payer A,Cardiology,271.0,22.0,35.0,23.0,13.59,8.2,111.63,59.0,4348.59,5.0,89.72,6.0,87.22,1.0,,26.0,92.63,2.0,20.0,3.21,71.0,38.0,81.84,9.0,2020-01-15
2968.0,Payer C,Cardiology,186.0,120.0,50.0,20.0,6.09,,67.03,57.0,2272.03,12.0,92.63,9.0,89.5,3.0,89.66,29.0,99.69,3.0,2.0,1.63,84.19,32.0,60.17,6.0,2020-02-11
2969.0,Payer C,Surgery,195.0,27.0,55.0,15.0,8.37,13.32,118.64,52.0,,9.0,84.57,6.0,96.97,3.0,70.3,19.0,72.75,1.0,4.0,4.12,72.76,32.0,73.2,5.0,2020-01-20
2970.0,Payer A,Radiology,,31.0,48.0,12.0,14.12,11.68,95.24,30.0,30000.0,5.0,,6.0,99.81,3.0,81.15,28.0,75.59,1.0,3.0,2.25,77.36,25.0,65.06,8.0,2022-11-05
2971.0,Payer B,Oncology,266.0,22.0,57.0,27.0,21.28,11.66,,33.0,4139.98,8.0,,7.0,92.62,4.0,79.72,14.0,53.93,,20.0,4.67,89.2,16.0,76.42,5.0,2021-10-08
2972.0,Payer B,Radiology,153.0,,37.0,5.0,12.61,,53.03,32.0,1918.58,5.0,76.53,,95.87,2.0,65.83,35.0,69.15,1.0,2.0,2.32,84.85,10.0,89.75,8.0,2021-08-29
2973.0,Payer B,Radiology,187.0,37.0,43.0,25.0,15.77,,126.46,58.0,4891.49,13.0,71.95,7.0,80.29,3.0,87.54,14.0,68.59,1.0,0.0,4.45,,,51.83,8.0,2020-04-02
,Payer B,Oncology,256.0,30.0,53.0,,22.84,,,33.0,1337.96,14.0,78.62,7.0,97.61,3.0,65.98,17.0,98.29,1.0,,2.41,97.9,42.0,88.1,9.0,2020-03-21
2975.0,Payer C,Surgery,153.0,23.0,77.0,16.0,,11.83,111.94,30.0,1274.01,6.0,77.48,6.0,99.08,2.0,,39.0,83.02,,2.0,,,43.0,52.9,6.0,2023-01-06
2976.0,Payer C,Cardiology,115.0,35.0,73.0,26.0,9.32,13.97,124.87,41.0,3382.02,12.0,86.89,7.0,91.5,4.0,70.43,26.0,,,2.0,2.49,84.62,10.0,68.43,6.0,2021-10-19
,Payer C,Surgery,198.0,36.0,66.0,12.0,5.87,8.33,102.27,42.0,3890.96,8.0,83.78,5.0,95.08,3.0,71.01,12.0,,2.0,0.0,2.55,87.2,,69.28,5.0,2021-05-09
2978.0,,Surgery,119.0,,,21.0,,14.45,111.84,31.0,4843.54,13.0,73.46,8.0,90.25,4.0,73.66,30.0,70.85,3.0,0.0,3.47,79.66,,60.75,8.0,2020-01-26
2979.0,Payer C,Radiology,145.0,25.0,60.0,,18.92,5.14,89.46,57.0,2619.78,6.0,92.71,7.0,85.72,4.0,85.94,25.0,59.58,2.0,3.0,3.77,91.16,32.0,72.67,8.0,2021-10-17
2980.0,Payer B,Cardiology,294.0,39.0,61.0,11.0,24.02,8.49,129.19,56.0,1101.17,7.0,84.83,,97.04,1.0,64.21,36.0,93.01,1.0,2.0,4.48,96.02,34.0,83.36,,
2981.0,Payer B,,292.0,120.0,79.0,23.0,6.54,6.32,96.83,58.0,3411.59,6.0,81.44,,91.94,2.0,61.64,28.0,57.62,,2.0,3.28,86.24,40.0,61.76,6.0,
,Payer B,Surgery,226.0,,70.0,29.0,5.57,6.27,118.02,38.0,2158.78,14.0,93.43,5.0,91.59,,72.06,15.0,71.94,,4.0,1.87,93.44,33.0,52.82,8.0,2020-11-09
2983.0,Payer B,Oncology,157.0,25.0,31.0,10.0,22.68,13.15,112.14,36.0,2731.79,9.0,72.43,8.0,93.18,3.0,,19.0,52.68,2.0,1.0,,71.83,,75.29,5.0,2020-12-17
2984.0,Payer C,Surgery,280.0,22.0,,25.0,19.96,14.18,120.23,42.0,2953.88,5.0,89.74,8.0,97.12,1.0,80.63,25.0,81.71,3.0,4.0,,74.61,11.0,80.07,9.0,
2985.0,Payer C,Oncology,210.0,,73.0,28.0,24.84,12.78,128.52,51.0,1258.05,7.0,79.12,5.0,94.64,2.0,82.81,22.0,74.1,3.0,4.0,2.5,83.86,42.0,88.18,9.0,2023-05-09
2986.0,Payer C,Cardiology,228.0,25.0,,28.0,12.94,14.77,101.27,31.0,2943.93,5.0,87.38,7.0,84.22,4.0,85.64,12.0,74.9,2.0,1.0,,97.63,46.0,,6.0,2020-10-29
2987.0,Payer A,Surgery,180.0,26.0,71.0,23.0,13.32,7.16,131.31,30.0,2705.28,14.0,93.27,5.0,89.34,4.0,82.32,31.0,55.08,2.0,2.0,4.83,85.95,,,6.0,2020-11-22
2988.0,Payer B,Radiology,293.0,20.0,,22.0,8.45,6.41,99.73,47.0,3850.18,12.0,82.94,9.0,99.61,3.0,87.49,17.0,75.7,3.0,3.0,1.32,82.97,11.0,69.28,,2020-05-02
2989.0,Payer B,,256.0,,65.0,19.0,7.32,10.21,145.66,36.0,3582.66,8.0,70.57,5.0,91.09,2.0,82.45,29.0,78.19,3.0,1.0,1.08,,13.0,59.43,6.0,2020-06-26
2990.0,Payer C,Cardiology,183.0,24.0,41.0,6.0,16.57,13.29,125.27,,1740.86,7.0,70.72,6.0,98.76,4.0,88.08,17.0,98.14,3.0,0.0,1.18,73.73,,88.51,8.0,2023-08-18
2991.0,Payer B,Radiology,169.0,25.0,38.0,,12.29,5.4,67.11,48.0,1824.56,12.0,78.26,6.0,96.27,3.0,65.79,16.0,51.66,2.0,2.0,3.74,89.61,47.0,59.54,8.0,2022-10-28
2992.0,Payer B,Radiology,107.0,32.0,65.0,,6.61,14.96,132.96,37.0,2004.02,13.0,89.54,8.0,93.32,2.0,75.0,,96.14,1.0,1.0,3.84,72.82,32.0,,8.0,2020-01-02
2993.0,,,,21.0,70.0,14.0,22.74,11.02,,52.0,1715.8,12.0,77.21,7.0,86.99,,89.82,,73.98,3.0,1.0,3.9,87.3,21.0,81.4,8.0,2023-03-15
2994.0,,Radiology,211.0,34.0,57.0,20.0,8.97,14.79,148.45,41.0,3628.85,10.0,78.36,7.0,86.09,1.0,80.45,,60.51,2.0,1.0,3.52,91.43,33.0,67.22,7.0,2021-07-01
2995.0,Payer A,Radiology,278.0,34.0,67.0,11.0,,8.65,121.88,40.0,4977.72,7.0,89.61,6.0,92.87,4.0,86.36,,83.28,3.0,20.0,2.14,82.35,38.0,77.6,6.0,2021-09-22
2996.0,,,260.0,32.0,62.0,12.0,10.64,9.58,58.44,56.0,3608.43,12.0,72.9,9.0,88.65,2.0,60.91,,75.85,,4.0,1.67,,37.0,72.9,6.0,2021-04-26
2997.0,Payer C,Cardiology,230.0,33.0,71.0,14.0,21.26,12.52,89.5,59.0,3426.73,9.0,,5.0,95.98,4.0,86.15,30.0,61.34,3.0,4.0,4.71,,24.0,57.68,6.0,2022-12-01
2998.0,,Oncology,,26.0,75.0,19.0,7.37,12.93,101.73,56.0,,9.0,76.64,5.0,95.21,4.0,80.93,,81.34,2.0,1.0,4.65,75.13,19.0,80.4,7.0,2023-10-13
,Payer C,Surgery,262.0,33.0,51.0,12.0,20.12,7.33,133.9,38.0,2250.32,13.0,71.28,5.0,86.24,2.0,,39.0,73.66,2.0,1.0,1.97,,43.0,87.12,7.0,
3000.0,Payer C,Radiology,296.0,29.0,54.0,17.0,6.96,14.3,,57.0,30000.0,5.0,72.93,9.0,94.05,4.0,60.77,,84.45,3.0,4.0,1.67,97.95,38.0,69.55,8.0,2021-11-22
3001.0,Payer B,Radiology,207.0,36.0,47.0,16.0,,13.67,86.94,33.0,4876.01,11.0,,9.0,89.89,1.0,67.8,20.0,,2.0,,2.5,81.72,40.0,,7.0,2020-08-08
3002.0,Payer A,Oncology,208.0,33.0,35.0,12.0,19.68,5.18,115.34,36.0,,12.0,81.28,5.0,,3.0,87.47,26.0,73.64,2.0,2.0,1.19,97.79,32.0,,7.0,2020-02-18
3003.0,Payer A,Cardiology,,27.0,47.0,19.0,,6.29,107.69,46.0,2160.8,,76.41,5.0,88.26,3.0,80.04,34.0,69.54,2.0,4.0,1.65,90.8,27.0,69.19,5.0,2022-08-09
,,Oncology,172.0,23.0,45.0,16.0,10.71,9.96,62.61,40.0,,7.0,83.03,9.0,,2.0,87.58,27.0,53.16,2.0,20.0,2.52,93.48,16.0,76.96,8.0,2020-12-25
3005.0,Payer A,Surgery,266.0,35.0,44.0,15.0,22.3,9.61,73.49,56.0,,12.0,87.06,5.0,87.19,,73.38,,74.69,2.0,3.0,1.95,98.14,36.0,57.43,8.0,2022-01-21
3006.0,Payer C,Oncology,103.0,32.0,,,22.7,12.08,84.11,31.0,30000.0,5.0,77.97,9.0,85.75,3.0,88.1,18.0,,2.0,3.0,3.95,87.17,18.0,86.08,5.0,2021-10-01
3007.0,Payer C,Radiology,118.0,39.0,37.0,18.0,,5.9,69.55,,4275.79,12.0,88.13,,87.04,1.0,73.89,22.0,52.66,2.0,1.0,4.62,89.25,29.0,82.05,6.0,2022-11-17
3008.0,Payer B,Surgery,201.0,37.0,42.0,22.0,,11.45,65.01,,1499.62,11.0,76.31,6.0,84.29,2.0,66.13,38.0,66.52,2.0,0.0,4.64,87.37,30.0,84.9,5.0,2020-04-02
3009.0,Payer B,,272.0,33.0,72.0,17.0,7.35,,55.82,51.0,4907.45,8.0,72.81,6.0,90.89,1.0,64.54,,54.37,3.0,3.0,3.42,93.55,37.0,74.38,5.0,
3010.0,Payer B,Cardiology,270.0,37.0,,8.0,8.59,7.34,137.31,58.0,4942.05,11.0,83.74,9.0,82.95,,89.81,24.0,78.99,2.0,4.0,3.81,78.2,12.0,85.35,5.0,2023-05-25
3011.0,Payer C,Radiology,240.0,120.0,46.0,21.0,24.4,10.42,,55.0,4746.88,14.0,73.78,5.0,96.35,3.0,70.02,28.0,75.18,1.0,0.0,2.98,93.64,19.0,77.2,7.0,2021-06-22
3012.0,Payer B,Radiology,240.0,28.0,79.0,23.0,16.03,7.22,79.03,41.0,2984.14,11.0,93.51,6.0,84.51,3.0,64.8,,89.62,3.0,2.0,1.59,91.41,,70.46,5.0,2021-09-30
3013.0,Payer A,Oncology,287.0,22.0,61.0,,14.36,6.47,70.62,38.0,30000.0,14.0,70.01,7.0,91.96,3.0,60.25,16.0,63.38,3.0,4.0,3.54,88.06,44.0,87.27,9.0,2020-04-07
3014.0,Payer A,Radiology,,27.0,51.0,27.0,24.69,10.73,97.54,40.0,3328.04,5.0,88.89,5.0,82.5,3.0,68.57,12.0,,1.0,1.0,2.4,71.16,30.0,,5.0,2023-08-24
3015.0,Payer C,Surgery,185.0,39.0,42.0,,16.14,14.77,101.42,34.0,2679.74,7.0,76.99,9.0,99.57,4.0,86.67,33.0,84.45,2.0,0.0,1.02,,18.0,70.02,6.0,2021-02-21
3016.0,,Surgery,151.0,29.0,76.0,5.0,18.22,7.37,70.83,55.0,1823.79,,91.15,7.0,89.09,1.0,76.02,17.0,99.65,1.0,4.0,3.3,73.97,26.0,56.78,6.0,2020-10-26
3017.0,Payer B,Cardiology,210.0,38.0,52.0,11.0,11.66,8.55,110.86,36.0,2694.71,9.0,71.5,9.0,96.44,1.0,78.97,22.0,95.21,1.0,3.0,1.79,98.86,41.0,87.91,,2021-07-13
3018.0,Payer C,Surgery,,22.0,,11.0,12.64,7.57,122.3,58.0,3655.56,13.0,93.83,5.0,95.37,1.0,87.67,25.0,76.04,,1.0,4.55,72.44,47.0,58.84,5.0,2023-10-09
3019.0,Payer C,Oncology,208.0,30.0,51.0,,16.89,7.66,87.38,30.0,1283.65,11.0,72.53,,94.27,2.0,75.39,12.0,83.9,3.0,0.0,4.74,91.61,37.0,58.06,8.0,2022-02-22
3020.0,Payer A,Cardiology,185.0,30.0,30.0,11.0,6.4,9.04,108.55,53.0,2333.67,7.0,89.7,8.0,96.55,3.0,85.15,30.0,76.6,,3.0,1.65,80.81,27.0,54.05,6.0,2022-03-25
3021.0,Payer A,Surgery,142.0,36.0,58.0,12.0,10.12,12.02,100.23,54.0,1071.18,5.0,82.93,8.0,82.01,3.0,,,71.74,3.0,1.0,1.12,92.07,15.0,68.13,5.0,2020-04-19
3022.0,,Oncology,299.0,35.0,,20.0,8.94,,69.55,58.0,3997.98,9.0,80.76,5.0,,4.0,89.31,10.0,,2.0,1.0,1.02,85.57,,60.94,6.0,2021-06-10
3023.0,Payer C,Surgery,299.0,26.0,34.0,7.0,5.32,14.57,123.0,34.0,3562.77,14.0,77.0,5.0,,4.0,62.36,12.0,69.32,1.0,,4.65,88.89,26.0,79.63,7.0,2021-05-18
3024.0,Payer C,Surgery,141.0,23.0,,,15.74,5.46,130.15,35.0,1250.69,9.0,91.03,7.0,95.72,3.0,81.74,25.0,64.01,,0.0,1.61,72.26,19.0,,7.0,
3025.0,Payer A,Radiology,189.0,,39.0,14.0,16.22,13.81,114.88,42.0,4858.95,11.0,74.99,5.0,99.14,,,10.0,,2.0,,2.74,98.99,11.0,78.83,,2021-08-28
3026.0,,Surgery,214.0,31.0,,,12.68,13.94,82.39,40.0,1090.49,5.0,88.03,5.0,98.03,1.0,65.75,27.0,93.6,2.0,4.0,1.23,70.12,42.0,57.84,6.0,2023-04-22
3027.0,Payer A,Surgery,,34.0,66.0,11.0,,10.24,142.68,37.0,3359.84,14.0,81.14,7.0,82.3,3.0,71.67,23.0,64.4,1.0,,2.49,,34.0,59.2,6.0,
3028.0,,Oncology,,30.0,36.0,,18.04,6.37,95.54,,,6.0,94.96,7.0,87.39,2.0,,39.0,85.34,3.0,,4.14,87.05,47.0,,9.0,2020-05-08
3029.0,Payer A,Oncology,,,75.0,25.0,7.69,10.65,76.59,31.0,4151.59,10.0,85.28,9.0,,1.0,62.83,16.0,71.7,,,2.63,77.75,10.0,64.84,6.0,2023-09-05
3030.0,Payer C,Radiology,,24.0,64.0,9.0,15.37,11.29,90.82,44.0,1137.14,12.0,72.6,6.0,82.45,3.0,77.54,32.0,65.1,3.0,0.0,4.1,89.13,25.0,54.47,,2021-08-26
3031.0,Payer B,Surgery,255.0,120.0,74.0,27.0,20.36,13.58,,39.0,,8.0,80.49,6.0,81.96,3.0,,12.0,81.06,3.0,1.0,,90.19,35.0,88.46,7.0,2021-07-08
3032.0,Payer A,Radiology,236.0,37.0,42.0,29.0,8.29,10.51,134.59,37.0,4673.81,7.0,71.66,9.0,,4.0,76.79,38.0,96.97,3.0,3.0,3.07,,21.0,57.1,6.0,2022-02-20
3033.0,Payer A,Surgery,119.0,30.0,39.0,28.0,20.07,9.11,85.66,,3245.56,7.0,77.14,8.0,99.84,4.0,76.36,31.0,67.58,3.0,2.0,3.95,70.49,18.0,56.01,8.0,2021-04-26
3034.0,Payer B,Cardiology,283.0,120.0,31.0,,20.22,13.38,73.26,,2928.33,,78.58,5.0,91.38,3.0,61.21,25.0,87.97,3.0,3.0,4.52,99.48,22.0,,5.0,2020-09-04
3035.0,,Cardiology,138.0,21.0,35.0,11.0,,14.81,112.65,44.0,,6.0,91.33,7.0,92.44,2.0,64.18,,65.73,1.0,2.0,4.17,88.54,,53.83,7.0,2022-08-01
,Payer A,Radiology,278.0,39.0,37.0,29.0,5.38,11.45,142.12,58.0,3247.82,5.0,90.95,7.0,89.42,,75.4,15.0,90.19,2.0,0.0,3.77,81.33,,,5.0,2022-12-27
,Payer C,Radiology,111.0,120.0,65.0,26.0,24.48,13.74,68.33,35.0,2637.52,9.0,70.29,8.0,93.25,1.0,89.56,,88.0,1.0,4.0,3.81,87.12,40.0,83.86,6.0,2023-07-17
3038.0,Payer A,Radiology,,,54.0,21.0,,10.99,130.3,34.0,4091.23,14.0,83.31,,99.13,2.0,86.3,38.0,88.28,2.0,2.0,1.64,75.35,44.0,56.86,5.0,2020-04-01
3039.0,Payer B,Oncology,,23.0,,8.0,21.44,11.9,97.66,,30000.0,9.0,75.59,8.0,91.77,2.0,70.21,34.0,99.89,2.0,0.0,4.8,77.42,33.0,54.46,7.0,2021-06-12
3040.0,Payer A,Oncology,253.0,37.0,76.0,28.0,16.24,11.88,129.95,51.0,3734.32,9.0,78.0,9.0,81.3,4.0,76.29,22.0,57.03,,3.0,1.82,72.57,12.0,,5.0,2023-11-16
3041.0,Payer B,Oncology,141.0,25.0,69.0,27.0,10.29,12.05,100.55,32.0,1405.63,8.0,,,89.86,3.0,76.58,33.0,69.44,3.0,3.0,2.4,96.38,28.0,67.75,5.0,2021-05-28
3042.0,Payer B,Radiology,254.0,38.0,36.0,20.0,7.6,8.21,,40.0,1531.81,7.0,88.74,6.0,99.86,4.0,,11.0,81.54,3.0,3.0,3.07,77.55,13.0,56.29,5.0,2021-03-15
3043.0,Payer C,,110.0,30.0,,23.0,,10.76,119.67,40.0,30000.0,7.0,93.76,8.0,87.75,1.0,80.63,21.0,79.52,2.0,4.0,1.5,92.19,37.0,73.26,8.0,
3044.0,,,137.0,21.0,52.0,14.0,13.15,,140.06,45.0,1182.1,6.0,75.48,,,4.0,83.69,13.0,89.03,2.0,1.0,,78.23,39.0,51.66,8.0,2021-03-14
3045.0,Payer B,Radiology,197.0,27.0,48.0,7.0,18.98,8.15,82.03,32.0,3165.32,9.0,78.54,,82.13,1.0,,18.0,52.35,3.0,2.0,1.73,74.38,45.0,67.1,6.0,2021-09-22
3046.0,Payer C,Oncology,270.0,30.0,75.0,7.0,23.08,8.5,96.07,38.0,4175.87,8.0,,9.0,82.82,3.0,,29.0,85.25,3.0,20.0,4.69,73.24,13.0,73.61,5.0,2023-05-05
3047.0,Payer B,Oncology,118.0,24.0,51.0,,21.1,12.62,72.94,,3441.64,10.0,93.25,6.0,97.49,,62.1,32.0,86.89,,3.0,4.55,95.81,32.0,88.28,8.0,2023-10-10
3048.0,Payer C,Radiology,,37.0,42.0,14.0,,10.83,68.34,48.0,,6.0,70.23,5.0,86.01,4.0,74.28,14.0,53.06,2.0,4.0,3.18,73.59,20.0,63.06,7.0,2023-05-22
,Payer C,,233.0,120.0,50.0,21.0,22.58,6.49,,40.0,3722.5,6.0,84.6,9.0,86.11,4.0,87.59,19.0,76.93,1.0,0.0,2.8,72.61,,80.6,7.0,2023-02-04
3050.0,Payer B,Oncology,273.0,33.0,,26.0,21.67,13.38,70.07,43.0,2358.58,12.0,91.77,5.0,87.74,4.0,74.63,15.0,62.25,3.0,4.0,1.41,70.28,,55.31,5.0,2023-05-16
3051.0,,Surgery,215.0,29.0,48.0,21.0,23.58,,129.33,31.0,2447.82,,74.66,9.0,99.33,1.0,,10.0,90.08,3.0,1.0,4.29,80.99,33.0,67.34,6.0,2021-09-20
3052.0,Payer A,,212.0,22.0,62.0,,14.17,9.66,,,2257.08,7.0,84.75,8.0,81.69,2.0,66.88,29.0,52.48,2.0,3.0,2.52,98.28,29.0,58.93,8.0,2022-08-26
3053.0,Payer C,Oncology,269.0,28.0,33.0,8.0,20.37,7.09,149.5,39.0,3848.44,9.0,71.27,5.0,96.38,2.0,77.36,14.0,57.31,1.0,2.0,1.99,97.26,26.0,69.7,8.0,2022-07-20
3054.0,Payer A,Radiology,164.0,22.0,71.0,25.0,16.83,14.48,,39.0,1646.56,7.0,,9.0,86.83,4.0,62.64,15.0,55.22,3.0,4.0,4.98,73.45,22.0,66.69,8.0,2022-10-29
,Payer B,Surgery,,30.0,32.0,27.0,11.21,13.82,59.3,49.0,1052.1,6.0,76.86,9.0,96.99,4.0,72.71,31.0,53.26,1.0,1.0,3.67,70.37,26.0,89.19,,2020-05-21
3056.0,Payer A,Oncology,171.0,,56.0,10.0,24.89,7.44,,30.0,3384.79,7.0,94.72,,99.84,3.0,69.87,30.0,80.0,1.0,1.0,1.3,92.53,24.0,86.7,9.0,2023-12-06
3057.0,Payer C,Oncology,286.0,31.0,70.0,,5.77,,133.54,35.0,4769.53,5.0,,9.0,86.97,4.0,84.46,28.0,93.43,3.0,0.0,4.21,79.19,13.0,73.29,,2023-01-22
3058.0,Payer A,Cardiology,151.0,22.0,64.0,29.0,8.25,9.41,93.78,,3437.63,11.0,88.31,5.0,82.59,3.0,63.3,20.0,75.55,,2.0,4.0,95.04,27.0,57.06,,2022-07-13
3059.0,,Radiology,217.0,,57.0,26.0,22.85,11.76,50.31,43.0,30000.0,10.0,82.42,6.0,82.89,1.0,80.48,24.0,60.53,1.0,1.0,,76.46,,72.28,8.0,2021-12-05
,Payer B,Cardiology,274.0,33.0,35.0,29.0,6.21,6.75,137.48,56.0,3691.16,9.0,89.16,7.0,95.17,1.0,72.2,11.0,67.19,2.0,2.0,1.49,84.77,12.0,81.68,8.0,2022-07-12
,Payer B,Cardiology,219.0,30.0,35.0,24.0,22.74,10.13,137.69,31.0,2989.75,10.0,73.27,6.0,82.9,1.0,77.63,24.0,68.02,3.0,20.0,2.99,70.99,36.0,51.52,9.0,2023-09-27
3062.0,Payer C,,,,73.0,21.0,19.3,9.25,130.64,35.0,3873.57,12.0,77.75,5.0,85.21,1.0,66.17,16.0,72.58,1.0,4.0,4.05,96.84,27.0,67.36,5.0,2020-10-14
3063.0,Payer B,,110.0,29.0,52.0,21.0,5.73,13.91,74.83,30.0,4296.42,7.0,70.67,8.0,84.09,4.0,78.29,,71.03,,1.0,1.3,75.34,26.0,51.71,5.0,
3064.0,Payer B,Surgery,202.0,30.0,62.0,14.0,13.59,9.3,,32.0,1898.93,7.0,86.13,8.0,87.11,,80.22,21.0,83.56,1.0,3.0,1.65,78.84,19.0,59.76,5.0,2022-07-15
3065.0,Payer B,Oncology,,34.0,45.0,11.0,,10.34,124.49,33.0,2344.52,9.0,90.14,7.0,81.49,3.0,62.11,21.0,67.0,1.0,,3.48,84.39,46.0,,8.0,2020-08-12
3066.0,Payer B,Surgery,167.0,,53.0,20.0,16.66,14.55,98.94,42.0,1894.9,,,5.0,97.13,4.0,84.73,,83.15,1.0,2.0,3.24,78.14,38.0,,8.0,2022-08-22
3067.0,Payer C,Surgery,252.0,35.0,34.0,17.0,23.72,8.0,65.38,32.0,2808.69,5.0,87.16,9.0,97.2,3.0,85.84,29.0,77.34,3.0,,4.62,71.2,14.0,56.75,7.0,
3068.0,,Radiology,239.0,39.0,70.0,7.0,22.35,7.89,74.28,44.0,4540.26,8.0,88.3,6.0,,,61.91,16.0,,2.0,2.0,4.26,70.87,15.0,,9.0,2020-11-18
3069.0,Payer A,Cardiology,253.0,31.0,71.0,6.0,11.65,13.0,147.26,,2380.83,13.0,,6.0,92.24,3.0,78.1,11.0,95.98,1.0,2.0,4.68,98.66,49.0,88.88,5.0,
3070.0,Payer B,Radiology,201.0,37.0,42.0,20.0,,7.78,65.1,,2497.87,12.0,93.41,7.0,,,,36.0,,2.0,1.0,2.86,79.76,44.0,70.64,5.0,2020-12-27
,Payer A,Surgery,209.0,32.0,76.0,10.0,,13.32,122.61,40.0,30000.0,7.0,82.28,7.0,94.99,4.0,60.37,22.0,,3.0,2.0,4.15,80.03,14.0,80.32,7.0,2022-08-16
,Payer A,Oncology,239.0,24.0,41.0,10.0,15.35,,97.8,,3061.5,9.0,,7.0,90.41,1.0,70.27,33.0,,1.0,3.0,1.19,,24.0,63.09,8.0,2021-10-31
3073.0,Payer B,Surgery,270.0,120.0,34.0,17.0,6.49,6.11,124.86,,3141.8,9.0,81.66,,90.21,2.0,89.07,,62.37,1.0,0.0,2.18,95.08,36.0,71.31,7.0,2021-05-25
3074.0,Payer B,Oncology,150.0,33.0,66.0,11.0,,14.01,116.11,46.0,4443.2,11.0,83.9,7.0,,4.0,76.66,38.0,51.11,,1.0,3.58,90.61,48.0,,7.0,
3075.0,Payer A,Oncology,216.0,27.0,60.0,9.0,22.37,10.41,93.92,34.0,2962.11,12.0,85.79,7.0,,4.0,88.0,24.0,74.5,2.0,4.0,4.05,89.76,42.0,66.35,8.0,2023-09-11
3076.0,Payer C,,264.0,28.0,,,17.79,12.19,85.39,50.0,3726.23,13.0,94.73,,86.93,2.0,80.27,37.0,61.2,2.0,0.0,3.28,94.03,,72.2,6.0,2022-03-10
3077.0,Payer B,Surgery,145.0,38.0,57.0,11.0,13.95,7.25,125.44,54.0,1342.58,11.0,92.94,9.0,86.61,1.0,60.85,35.0,79.1,1.0,3.0,2.92,75.07,,70.58,9.0,2020-05-12
3078.0,Payer C,Cardiology,152.0,120.0,59.0,6.0,18.24,6.66,82.31,53.0,,,79.91,6.0,85.39,2.0,62.33,24.0,90.86,2.0,1.0,1.93,,,66.23,,2023-10-17
3079.0,Payer A,Surgery,187.0,,47.0,21.0,19.13,13.35,128.78,37.0,2617.5,12.0,72.84,,90.98,3.0,81.67,10.0,75.56,2.0,2.0,1.7,72.95,28.0,81.52,6.0,2020-12-14
3080.0,Payer B,Surgery,220.0,37.0,73.0,17.0,22.86,8.59,,50.0,2979.36,12.0,75.37,7.0,87.2,2.0,76.64,30.0,82.25,1.0,0.0,4.5,73.8,27.0,70.07,9.0,2021-06-30
3081.0,Payer C,Cardiology,112.0,120.0,56.0,29.0,24.12,9.55,107.77,53.0,4862.93,6.0,74.34,6.0,,1.0,63.81,29.0,,1.0,1.0,1.57,77.28,19.0,75.44,6.0,2022-02-01
3082.0,Payer B,Radiology,188.0,27.0,64.0,25.0,15.29,,86.88,59.0,4882.61,10.0,78.9,7.0,88.12,1.0,78.42,30.0,91.03,1.0,,2.74,91.29,46.0,57.38,8.0,2020-09-24
3083.0,Payer A,Surgery,224.0,,55.0,25.0,20.97,8.86,70.51,39.0,4404.79,14.0,91.91,,96.73,2.0,84.31,,84.4,3.0,4.0,4.55,96.78,32.0,84.46,,2022-10-02
3084.0,Payer C,Surgery,217.0,36.0,68.0,20.0,24.29,12.7,,36.0,2262.4,,80.95,8.0,81.46,,82.59,,98.81,1.0,4.0,1.59,90.72,10.0,64.51,6.0,2022-12-03
3085.0,Payer A,Oncology,153.0,,78.0,24.0,8.02,13.21,59.13,46.0,4856.11,,,9.0,91.44,2.0,67.38,12.0,72.81,1.0,1.0,1.51,82.5,15.0,69.28,6.0,2023-07-25
3086.0,,Surgery,,30.0,47.0,6.0,5.37,11.99,147.05,57.0,3757.36,14.0,74.48,5.0,91.51,3.0,67.75,39.0,52.51,1.0,0.0,3.77,85.41,10.0,64.09,8.0,
3087.0,Payer B,Cardiology,215.0,21.0,62.0,9.0,22.38,11.92,147.87,36.0,2571.76,6.0,82.32,9.0,87.67,2.0,89.04,10.0,69.7,1.0,2.0,2.33,91.37,27.0,,7.0,2023-08-27
3088.0,Payer C,Oncology,217.0,25.0,54.0,22.0,8.91,10.06,63.02,56.0,3806.7,9.0,91.84,,88.42,2.0,86.62,36.0,91.99,1.0,0.0,2.74,,36.0,86.03,5.0,
3089.0,Payer A,Radiology,103.0,,60.0,,5.85,10.38,,53.0,1066.09,11.0,,6.0,96.0,2.0,69.55,28.0,56.65,1.0,2.0,3.5,85.88,,58.97,9.0,2020-09-22
3090.0,Payer A,Oncology,174.0,22.0,66.0,15.0,8.2,,91.27,,1584.62,14.0,72.03,9.0,85.61,3.0,84.72,29.0,86.8,1.0,0.0,2.52,77.1,47.0,80.11,9.0,2020-06-18
3091.0,Payer C,Cardiology,148.0,31.0,31.0,29.0,12.68,7.47,146.37,,4318.74,13.0,91.55,8.0,97.43,2.0,64.85,22.0,76.78,1.0,0.0,4.2,88.51,26.0,54.12,8.0,2023-05-24
